Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,PCA1,PCA2,Customer Segment
290,1,113.44,1,2,1,121,1,-1.971403932343428,1.0045936349061668,Lost Customers
36,1,183.76,3,2,1,321,0,-0.7397917477512747,-1.1348059939537325,Regular Customers
9,6,621.6800000000001,4,4,2,442,2,1.3249551532512656,-0.4331333848794655,VIP Customers
24,2,562.41,3,2,2,322,0,-0.03330635583708153,-0.8865096448178412,Regular Customers
277,1,391.52,1,2,2,122,1,-1.6601794066843587,1.0503043825830596,Lost Customers
50,6,1068.82,3,4,3,343,2,1.5407250428473511,0.17146032594029578,VIP Customers
156,11,2592.25,1,4,4,144,2,3.975399095999694,2.6280013926294394,VIP Customers
61,1,154.18,2,2,1,221,0,-0.8815017483427667,-0.9370477412082144,Regular Customers
21,3,829.89,3,3,3,333,0,0.5312708535464955,-0.6238608900903744,Regular Customers
371,1,230.25,1,2,1,121,1,-2.2382641494253344,1.765574668131393,Lost Customers
116,3,543.05,2,3,2,232,0,-0.16495445885233306,0.028984154166920705,Regular Customers
4,7,1295.39,4,4,3,443,2,2.266047906152337,0.042062808767560245,VIP Customers
26,3,378.89,3,3,2,332,0,0.10047808574653577,-0.8359857635886765,Regular Customers
53,1,150.23000000000002,2,2,1,221,0,-0.8482851089440593,-1.0079163469293952,Regular Customers
1,2,563.23,4,2,2,422,0,0.07320140676305661,-1.083371722396197,Regular Customers
55,2,931.03,2,2,3,223,0,0.15745007517530316,-0.41210954007406925,Regular Customers
26,1,261.9,3,2,1,321,0,-0.6231511876216338,-1.1764148738718134,Regular Customers
9,4,2711.6800000000003,4,3,4,434,2,2.5969150715092826,0.47439872520789844,VIP Customers
13,9,1904.99,4,4,4,444,2,3.3937147611845893,0.7382568483217189,VIP Customers
212,3,816.73,1,3,3,133,1,-0.35894879936020335,1.0073593686592819,Lost Customers
236,1,406.48,1,2,2,122,1,-1.458112439090126,0.7070090373803641,Lost Customers
139,3,435.02,2,3,2,232,0,-0.3684029041172061,0.16522342763836087,Regular Customers
4,6,1286.27,4,4,3,443,2,1.9488787895370077,-0.10023223370934116,VIP Customers
57,3,1178.56,2,3,3,233,0,0.6809955582908114,-0.11784477916683408,Regular Customers
135,3,1277.75,2,3,3,233,0,0.411998712385757,0.6074347337986832,Regular Customers
109,2,167.61,2,2,1,221,0,-0.781165159443898,-0.38050530441573144,Regular Customers
30,1,20.8,3,2,1,321,0,-0.8595510980189677,-1.278429392094037,Regular Customers
1,9,2085.08,4,4,4,444,2,3.611736913509781,0.7371376997058829,VIP Customers
185,4,518.67,1,3,2,132,1,-0.19537540356519892,0.7443135980247367,Lost Customers
18,1,308.74,4,2,2,422,0,-0.5440095666676434,-1.2185638431729748,Regular Customers
239,2,416.64,1,2,2,122,1,-1.1537985462641038,0.8756302984464898,Lost Customers
87,1,117.35000000000001,2,2,1,221,0,-1.0343658287787414,-0.7348096818857164,Regular Customers
39,3,507.05,3,3,2,332,0,0.15658107548455572,-0.6519846565841652,Regular Customers
116,1,234.17000000000002,2,2,1,221,0,-1.0620931772026496,-0.4199507846776936,Regular Customers
187,1,110.55000000000001,1,2,1,121,1,-1.5003679901711882,0.11928325927080925,Lost Customers
227,1,201.19,1,2,1,121,1,-1.6023515230093004,0.5137116398321196,Lost Customers
8,7,2154.97,4,4,4,444,2,3.024897231791012,0.5624371350971482,VIP Customers
189,1,319.02,1,2,2,122,1,-1.3210637628276378,0.2543231506797733,Lost Customers
4,2,439.43,4,2,2,422,0,-0.05253577602135822,-1.1276373409929379,Regular Customers
39,3,650.41,3,3,2,332,0,0.28620906043760486,-0.5709205282680808,Regular Customers
38,1,357.21,3,2,2,322,0,-0.5921530619329461,-1.0195684586666245,Regular Customers
267,1,251.51999999999998,1,2,1,121,1,-1.740783884484811,0.8853463888893746,Lost Customers
78,1,344.33,2,2,2,222,0,-0.7877407312271107,-0.6836763404049866,Regular Customers
4,6,1852.0,4,4,4,444,2,2.4604192466204933,0.21966459464067553,VIP Customers
255,2,1028.46,1,2,3,123,1,-0.6741594710377635,1.3588591977561058,Lost Customers
61,1,384.06,2,2,2,222,0,-0.6736412490332874,-0.8070601448263683,Regular Customers
13,7,1905.87,4,4,4,444,2,2.7766650817506826,0.4644783295886439,VIP Customers
30,2,1873.2,3,2,4,324,2,1.124335876466455,-0.09383603458873183,VIP Customers
3,7,1616.8,4,4,3,443,2,2.5612695623978374,0.21522743963324922,VIP Customers
5,1,126.12,4,2,1,421,0,-0.6493559999083354,-1.433359819235061,Regular Customers
7,6,1133.25,4,4,3,443,2,1.7967205010025362,-0.16102054921872141,VIP Customers
219,1,179.0,1,2,1,121,1,-1.5856277299104231,0.4325290713564372,Lost Customers
11,5,1614.31,4,4,3,443,2,1.9043844039317388,0.00817837051592979,VIP Customers
30,6,1456.96,3,4,3,343,2,1.983657004284186,0.21934977028498892,VIP Customers
288,3,702.0,1,3,3,133,1,-0.8121778338113337,1.5945172414761402,Lost Customers
150,4,295.0,1,3,1,131,0,-0.23667201034958346,0.31755917823315816,Regular Customers
23,2,484.82,3,2,2,322,0,-0.09886571240036063,-0.9389629492068791,Regular Customers
86,3,1493.73,2,3,3,233,2,0.8326188712469065,0.3091728084115523,VIP Customers
46,2,1312.1399999999999,3,2,3,323,0,0.5434415323866258,-0.27382208240083056,Regular Customers
5,4,781.78,4,3,3,433,0,0.8702684184783945,-0.6511971260887055,Regular Customers
51,6,889.9300000000001,3,4,3,343,2,1.3743718325805656,0.07888483826383909,VIP Customers
18,1,195.36,4,2,1,421,0,-0.6465292439414766,-1.2826755261283156,Regular Customers
30,1,270.9,3,2,1,321,0,-0.6334074105415848,-1.1370082251586806,Regular Customers
8,3,583.4300000000001,4,3,2,432,0,0.36819945825639894,-0.8747557357932167,Regular Customers
29,3,1838.61,3,3,4,334,2,1.4065803751499872,0.015163436948831129,VIP Customers
41,2,920.1,3,2,3,323,0,0.21194651813567456,-0.5384013295470019,Regular Customers
11,4,1258.08,4,3,3,433,2,1.273353890434065,-0.33039296646289706,VIP Customers
31,1,71.0,3,2,1,321,0,-0.818758137297374,-1.241463995591282,Regular Customers
45,3,95.85,3,3,1,331,0,-0.2428225474665205,-0.8330249018169285,Regular Customers
61,3,357.77,2,3,2,232,0,-0.07956762357299237,-0.5476499261805681,Regular Customers
185,2,154.83,1,2,1,121,1,-1.1422096719505295,0.2643010608803736,Lost Customers
79,6,877.5600000000001,2,4,3,243,2,1.2344277334557012,0.3121127732904834,VIP Customers
111,2,716.0,2,2,3,223,0,-0.2945008271530787,-0.05325476500730182,Regular Customers
64,1,146.87,2,2,1,221,0,-0.9019071512221822,-0.9154431009632934,Regular Customers
12,2,380.35,4,2,2,422,0,-0.1427449648870765,-1.092409583540192,Regular Customers
86,3,1030.14,2,3,3,233,0,0.4134347365902095,0.04703190965280842,Regular Customers
16,3,745.52,4,3,3,433,0,0.47797507290676505,-0.7144655253572931,Regular Customers
246,2,433.53000000000003,1,2,2,122,1,-1.1707161334802787,0.9452365563666287,Lost Customers
88,1,1267.32,2,2,3,223,0,0.0008535340899989775,-0.07597000805190651,Regular Customers
30,1,112.4,3,2,1,321,0,-0.7767251812939446,-1.2266333949277888,Regular Customers
138,1,449.73,2,2,2,222,0,-0.968348781741012,-0.1093141808446865,Regular Customers
27,3,1071.49,3,3,3,333,0,0.7221375192209114,-0.4357698367409679,Regular Customers
3,5,1036.58,4,4,3,443,2,1.4187816710762569,-0.38713900435426624,VIP Customers
32,4,1735.18,3,3,4,334,2,1.608184705958593,0.11955426877790312,VIP Customers
25,1,948.48,3,2,3,323,0,0.00226195345439819,-0.7967617682768795,Regular Customers
113,3,339.44,2,3,2,232,0,-0.33526567557599474,-0.1118869895966144,Regular Customers
157,1,642.02,1,2,2,122,1,-0.8818498189179849,0.16242606229204729,Lost Customers
85,3,1100.9,2,3,3,233,0,0.4820153881727511,0.07846437141674982,Regular Customers
118,3,925.35,2,3,3,233,0,0.17152912552517757,0.26231769391004306,Regular Customers
194,1,240.89000000000001,1,2,1,121,1,-1.414702605199002,0.25304078224019305,Lost Customers
28,1,399.09,3,2,2,322,0,-0.5082992675287347,-1.0816808632271524,Regular Customers
131,1,498.48,2,2,2,222,0,-0.8920786489590017,-0.14180374385224304,Regular Customers
28,5,1356.33,3,4,3,343,2,1.5929404203707072,0.008150860728428974,VIP Customers
82,3,1179.89,2,3,3,233,0,0.5672347835286913,0.09739179532987083,Regular Customers
266,1,234.24,1,2,1,121,1,-1.7518101511170185,0.8669958856913458,Lost Customers
314,4,533.33,1,3,2,132,1,-0.7753306712297876,1.8593433153218897,Lost Customers
21,7,1461.14,3,4,3,343,2,2.3377461244897115,0.2816370225527046,VIP Customers
59,3,855.45,2,3,3,233,0,0.3796382047098226,-0.28339130886741326,Regular Customers
28,9,2709.7000000000003,3,4,4,344,2,4.052366029583286,1.3219776540886592,VIP Customers
114,1,304.24,2,2,1,221,0,-0.989537897509214,-0.397487869856453,Regular Customers
28,9,2429.03,3,4,4,344,2,3.798580548718524,1.1632704212867941,VIP Customers
18,4,1446.09,4,3,3,433,2,1.4111652428465578,-0.16402545270118224,VIP Customers
18,4,834.12,4,3,3,433,0,0.8578139736520994,-0.5100690813674359,Regular Customers
36,3,841.0799999999999,3,3,3,333,0,0.47241097085741585,-0.4888427008230103,Regular Customers
36,2,378.2,3,2,2,322,0,-0.25505386598876995,-0.8877201851575177,Regular Customers
78,1,118.80000000000001,2,2,1,221,0,-0.9916679037052162,-0.8112041923799204,Regular Customers
22,2,287.62,3,2,1,321,0,-0.272577993630452,-1.059050742908744,Regular Customers
25,2,288.91,3,2,1,321,0,-0.28520716415358804,-1.0325831596984327,Regular Customers
33,2,2003.85,3,2,4,324,2,1.2286757079907968,0.005779258156796009,VIP Customers
109,3,1405.78,2,3,3,233,0,0.6473270243208813,0.45676648824869404,Regular Customers
35,2,2747.9900000000002,3,2,4,324,2,1.8923397476934427,0.4437182958762855,VIP Customers
123,5,1562.4,2,4,3,243,2,1.3424107696851006,0.9397160465055423,VIP Customers
7,6,2050.08,4,4,4,444,2,2.6257301650964546,0.3574087529857679,VIP Customers
28,4,1991.01,3,3,4,334,2,1.857903674798717,0.22989799047456816,VIP Customers
4,7,1974.65,4,4,4,444,2,2.8802436724693585,0.42615613884556974,VIP Customers
50,4,1774.03,3,3,4,334,2,1.5605397512620853,0.2959511814878269,VIP Customers
322,1,302.0,1,2,1,121,1,-1.948058640883509,1.3857566655467954,Lost Customers
23,3,1324.16,3,3,3,333,0,0.9689991747766353,-0.32721296385484144,Regular Customers
15,4,1022.13,4,3,3,433,0,1.0416106773198521,-0.42949537349073014,Regular Customers
2,8,954.42,4,4,3,443,2,2.2758581412036154,-0.030762270717821907,VIP Customers
18,2,971.74,4,2,3,423,0,0.36440638868303615,-0.7065268069508082,Regular Customers
10,4,1621.73,4,3,3,433,2,1.6067695065318033,-0.13334336921836173,VIP Customers
262,1,25.5,1,2,1,121,1,-1.9221614457369818,0.7146445593146061,Lost Customers
159,2,665.78,1,2,2,122,0,-0.5606400932867389,0.3301581781568005,Regular Customers
29,6,881.29,3,4,3,343,2,1.4677272044632703,-0.11474709598794479,VIP Customers
165,1,163.29999999999998,1,2,1,121,1,-1.3515029782475536,-0.03963517862687008,Lost Customers
47,1,231.61,3,2,1,321,0,-0.7471090389869474,-1.0133756190041858,Regular Customers
6,8,801.12,4,4,3,443,2,2.1188481378855073,-0.08312953401431858,VIP Customers
8,3,837.5,4,3,3,433,0,0.597932871600576,-0.7310896986750001,Regular Customers
288,1,116.19999999999999,1,2,1,121,1,-1.9597112340338492,0.9889955391459646,Lost Customers
318,1,157.02,1,2,1,121,1,-2.0607573104992416,1.269458972132064,Lost Customers
3,2,606.91,4,2,2,422,0,0.10350036317738676,-1.0415137346228882,Regular Customers
233,1,307.46,1,2,2,122,1,-1.533852011378524,0.6252791964947535,Lost Customers
119,1,138.32,2,2,1,221,0,-1.1625576048291564,-0.4484118386369167,Regular Customers
162,1,345.3,1,2,2,122,1,-1.1731405950985498,0.03754012375890622,Lost Customers
185,1,294.24,1,2,1,121,1,-1.3250760220683948,0.20599356708363406,Lost Customers
50,1,230.5,3,2,1,321,0,-0.7619083208653242,-0.988265136156309,Regular Customers
152,5,989.45,1,4,3,143,2,0.6909843756343453,0.8645386449650615,VIP Customers
335,1,157.09,1,2,1,121,1,-2.1388691127186554,1.4153480242304837,Lost Customers
5,5,2463.17,4,4,4,444,2,2.6995259167722647,0.4366971760083016,VIP Customers
107,2,413.2,2,2,2,222,0,-0.5499024026371864,-0.25879311642178493,Regular Customers
16,7,1139.73,4,4,3,443,2,2.0701156789973667,0.05699610815601018,VIP Customers
276,1,380.5,1,2,2,122,1,-1.6655452995316467,1.0354936494970473,Lost Customers
247,1,454.12,1,2,2,122,1,-1.4656196150693823,0.828320666048198,Lost Customers
239,1,579.0,1,2,2,122,1,-1.3159132065474792,0.8303000768655296,Lost Customers
1,2,984.57,4,2,3,423,0,0.45418253943686915,-0.8451214446011426,Regular Customers
106,3,749.78,2,3,3,233,0,0.0679588592649794,0.060087580751108954,Regular Customers
23,4,1714.59,3,3,4,334,2,1.6309537750864902,0.03069705328867619,VIP Customers
52,1,124.88,2,2,1,221,0,-0.8666083750082642,-1.03083010009611,Regular Customers
195,3,1689.5,1,3,4,134,2,0.5083963342376946,1.3550251000388969,VIP Customers
24,1,213.78,3,2,1,321,0,-0.6574648500431595,-1.220783497315626,Regular Customers
75,1,329.34,2,2,2,222,0,-0.7874992796901409,-0.7178907048508611,Regular Customers
18,2,251.7,4,2,1,421,0,-0.2866631864117851,-1.1136795340205163,Regular Customers
8,2,319.0,4,2,2,422,0,-0.17982429590331508,-1.161417983908926,Regular Customers
32,3,1266.97,3,3,3,333,0,0.8759004134776431,-0.2823371092781777,Regular Customers
22,3,1538.88,3,3,3,333,2,1.1677503391510364,-0.21437709868420707,VIP Customers
29,10,1715.46,3,4,4,344,2,3.457685390492094,0.9054936522989667,VIP Customers
22,2,293.1,3,2,1,321,0,-0.26762290603598554,-1.0559520304145185,Regular Customers
33,7,2467.35,3,4,4,344,2,3.1923919307987436,0.9535595711502011,VIP Customers
284,1,158.68,1,2,1,121,1,-1.9029061225439834,0.9786986932070508,Lost Customers
39,2,206.34,3,2,1,321,0,-0.4242475286618813,-0.9591617385120084,Regular Customers
58,2,835.78,2,2,3,223,0,0.0575281753876068,-0.44023131894268375,Regular Customers
289,1,224.91,1,2,1,121,1,-1.8660127668976147,1.0590459115679023,Lost Customers
79,1,317.76,2,2,2,222,0,-0.8163642074812815,-0.6901211917456037,Regular Customers
218,1,59.9,1,2,1,121,1,-1.6887209707887207,0.3566035852821268,Lost Customers
44,4,1443.69,3,3,3,333,2,1.2894332182276418,0.05768134223740681,VIP Customers
202,1,306.13,1,2,1,121,1,-1.3925000258632478,0.3585663384670433,Lost Customers
178,3,711.79,1,3,3,133,1,-0.29748672410022325,0.6563212153028051,Lost Customers
56,4,783.97,2,3,3,233,0,0.6377233536882269,-0.21241036199443813,Regular Customers
57,2,239.92000000000002,2,2,1,221,0,-0.47665768620927174,-0.7857447920145969,Regular Customers
47,2,144.0,3,2,1,321,0,-0.5174044521184684,-0.9257773757182362,Regular Customers
227,1,203.95,1,2,1,121,1,-1.5998558949507735,0.5152723052489192,Lost Customers
11,7,2474.23,4,4,4,444,2,3.2997806894453383,0.7687035525754934,VIP Customers
106,2,383.75,2,2,2,222,0,-0.5719329422665941,-0.28402524937432516,Regular Customers
59,2,444.74,2,3,2,232,0,-0.3006538365518168,-0.652768824073502,Regular Customers
28,7,2093.68,3,4,4,344,2,2.8775073105460307,0.6993677963614965,VIP Customers
36,7,1699.3,3,4,4,344,2,2.484115481091882,0.5449973240124631,VIP Customers
274,2,262.62,1,3,1,131,1,-1.45401417188009,1.0888167032847904,Lost Customers
30,1,1013.01,3,2,3,323,0,0.03761814689080477,-0.7173758293394188,Regular Customers
24,3,692.22,3,3,3,333,0,0.39299223555491836,-0.6759694178650176,Regular Customers
54,1,289.78000000000003,2,2,1,221,0,-0.7267007108929808,-0.9204272348501745,Regular Customers
175,4,1564.56,1,3,3,133,2,0.796317349912052,1.2499271663341294,VIP Customers
54,1,384.08,2,2,2,222,0,-0.641433418893312,-0.8671044997761878,Regular Customers
53,1,204.24,2,2,1,221,0,-0.799448561320495,-0.9773759341897765,Regular Customers
27,8,2317.2200000000003,3,4,4,344,2,3.393156327616356,0.9543290664637281,VIP Customers
253,1,226.85,1,2,1,121,1,-1.6987113290331932,0.7512851998415047,Lost Customers
40,7,2781.23,3,4,4,344,2,3.444016581662968,1.191101344336759,VIP Customers
60,6,1059.1200000000001,2,4,3,243,2,1.48596882486466,0.2517691845271324,VIP Customers
234,1,113.5,1,2,1,121,1,-1.7138317125300921,0.5241822494591772,Lost Customers
4,10,1951.97,4,4,4,444,2,3.786504200558576,0.8247457237195156,VIP Customers
32,1,114.23,3,2,1,321,0,-0.7842675416366255,-1.208439844724431,Regular Customers
7,2,334.48,4,3,2,432,0,-0.16122854253648605,-1.1612440671597248,Regular Customers
65,1,328.65,2,2,2,222,0,-0.7421378354495128,-0.8040746770900701,Regular Customers
310,2,416.89,1,3,2,132,1,-1.4800684869102774,1.4849076848511409,Lost Customers
309,1,393.49,1,2,2,122,1,-1.8055512309637634,1.3259585146292534,Lost Customers
19,6,939.32,3,4,3,343,2,1.5661840398621227,-0.1677273460262574,VIP Customers
16,8,1906.09,4,4,4,444,2,3.071991096713749,0.6274789333203535,VIP Customers
96,2,318.76,2,3,2,232,0,-0.5847123980851253,-0.4065682021570904,Regular Customers
3,2,417.77,4,3,2,432,0,-0.06752249587688032,-1.1484645523524095,Regular Customers
35,1,190.88,3,2,1,321,0,-0.7287552156052011,-1.1393593101336779,Regular Customers
183,1,149.89,1,2,1,121,1,-1.4464021077044291,0.10721087369104372,Lost Customers
25,2,550.06,3,3,2,332,0,-0.04907192231145073,-0.8849136765110343,Regular Customers
13,6,916.13,4,4,3,443,2,1.5728065496452646,-0.2323166118092857,VIP Customers
11,2,314.69,4,3,2,432,0,-0.19751705958867954,-1.138116968210962,Regular Customers
313,1,382.5,1,2,2,122,1,-1.8338826730467406,1.3540616482402759,Lost Customers
108,2,1135.04,2,3,3,233,0,0.09819622084853939,0.15795681650825003,Regular Customers
53,1,954.9,2,2,3,223,0,-0.1206919821850602,-0.5529088683293422,Regular Customers
205,1,171.45,1,2,1,121,1,-1.5280750467914208,0.3081485315605996,Lost Customers
15,1,280.09000000000003,4,2,1,421,0,-0.5561196655942522,-1.2605023705150389,Regular Customers
120,1,318.65,2,2,2,222,0,-1.0040993980002784,-0.33786332956599746,Regular Customers
4,2,381.97,4,3,2,432,0,-0.10449185871808116,-1.160128585503556,Regular Customers
363,1,269.83,1,2,1,121,1,-2.165687115320947,1.719320470233867,Lost Customers
117,2,348.90999999999997,2,3,2,232,0,-0.6540196118209586,-0.2093526364954887,Regular Customers
18,1,178.26,4,2,1,421,0,-0.6619912873475672,-1.2923448662106611,Regular Customers
5,2,271.19,4,3,1,431,0,-0.20925911714926287,-1.2141906958110917,Regular Customers
41,2,291.48,3,3,1,331,0,-0.35645989858576665,-0.8938598419776446,Regular Customers
107,2,240.0,2,3,1,231,0,-0.706512105440396,-0.35673052591080423,Regular Customers
148,2,581.23,1,3,2,132,0,-0.5865074215249564,0.18797547683169377,Regular Customers
52,5,1253.3600000000001,2,4,3,243,2,1.3894687580876075,0.15583073471916936,VIP Customers
208,1,63.440000000000005,1,2,1,121,1,-1.6395347052844809,0.2728115024317087,Lost Customers
139,2,550.01,2,3,2,232,0,-0.5733501372746465,0.09310743765385086,Regular Customers
2,3,296.58,4,3,1,431,0,0.1364171514050474,-1.0884337855593562,Regular Customers
127,2,317.2,2,3,2,232,0,-0.7286775593573371,-0.14148951914914482,Regular Customers
108,4,763.64,2,3,3,233,0,0.38021687555585715,0.2222216576208202,Regular Customers
42,4,2148.63,3,3,4,334,2,1.9360462462967916,0.43913688501646314,VIP Customers
35,1,107.82,3,2,1,321,0,-0.8038591527578258,-1.1863262918435968,Regular Customers
228,2,1065.3500000000001,1,3,3,133,1,-0.516642602692382,1.148075685354168,Lost Customers
241,1,246.04,1,2,1,121,1,-1.6261770588156021,0.6591837810941258,Lost Customers
58,1,187.82999999999998,2,2,1,221,0,-0.8372793733395838,-0.9437582049754176,Regular Customers
130,3,1685.46,2,3,4,234,2,0.8036480966155614,0.7950809095095739,VIP Customers
60,6,1647.48,2,4,3,243,2,2.017971623601937,0.5844623383779372,VIP Customers
22,1,151.37,3,2,1,321,0,-0.7046997171590146,-1.2732325225007668,Regular Customers
26,7,1049.06,3,4,3,343,2,1.9421453291672397,0.09151979326521434,VIP Customers
9,7,1417.6299999999999,4,4,3,443,2,2.3535862355516373,0.15408135683672594,VIP Customers
32,3,931.02,3,3,3,333,0,0.5721300343971681,-0.47230288709478296,Regular Customers
4,2,513.01,4,3,2,432,0,0.013996221278065364,-1.0860309057146351,Regular Customers
308,1,550.8000000000001,1,2,2,122,1,-1.658710938632851,1.406331408213487,Lost Customers
8,9,1854.06,4,4,4,444,2,3.37065586542788,0.6665611447713867,VIP Customers
29,3,547.0,3,3,2,332,0,0.2386897386739276,-0.7151883960194841,Regular Customers
17,1,128.18,4,2,1,421,0,-0.7026757425013987,-1.329242407695294,Regular Customers
101,2,498.42,2,3,2,232,0,-0.4452541545116892,-0.2620810279166805,Regular Customers
12,4,656.61,4,3,2,432,0,0.7248983232932593,-0.6619199004549992,Regular Customers
21,1,163.24,3,2,1,321,0,-0.6893681729556936,-1.2750999108800607,Regular Customers
15,5,1135.63,4,4,3,443,2,1.4531615536268616,-0.22817777441761714,VIP Customers
361,1,250.04,1,2,1,121,1,-2.174384421619985,1.6909712856516246,Lost Customers
95,1,82.75,2,2,1,221,0,-1.1024398818210037,-0.6857395007361391,Regular Customers
78,2,1384.85,2,3,3,233,0,0.46203374030294336,0.041832582828118574,Regular Customers
139,3,644.3,2,3,2,232,0,-0.17916919394021016,0.28356257924264466,Regular Customers
31,1,2328.84,3,2,4,324,2,1.2228102886679768,0.03525078870829848,VIP Customers
25,8,2527.92,3,4,4,344,2,3.5928710905962546,1.0563124079387836,VIP Customers
46,3,2600.34,3,3,4,334,2,2.0171714957775286,0.5917395982355098,VIP Customers
100,3,1200.6200000000001,2,3,3,233,0,0.5032054881001159,0.26354260030341464,Regular Customers
8,2,657.16,4,3,2,432,0,0.12594439405011076,-0.9702025428419123,Regular Customers
15,7,906.52,4,4,3,443,2,1.863842685308017,-0.08345384556721477,VIP Customers
18,4,986.48,4,3,3,433,0,0.9955798761873017,-0.42391582669222244,Regular Customers
280,1,96.8,1,2,1,121,1,-1.9404646864845043,0.9093905998416122,Lost Customers
14,2,523.11,4,3,2,432,0,-0.022856578023889507,-0.9945259691377143,Regular Customers
23,2,363.9,3,3,2,332,0,-0.20820315618190857,-1.0073381891342015,Regular Customers
124,1,175.2,2,2,1,221,0,-1.1522029026312528,-0.38466082679166946,Regular Customers
86,1,494.25,2,2,2,222,0,-0.6889693895739445,-0.5302677597235742,Regular Customers
302,2,307.02,1,3,2,132,1,-1.542626095322863,1.354145716467853,Lost Customers
151,4,1981.06,1,3,4,134,2,1.2832869343654192,1.2795354909409193,VIP Customers
94,2,243.36,2,3,1,231,0,-0.6436929929112212,-0.4663625330539077,Regular Customers
157,3,682.29,1,3,3,133,0,-0.2275917718723456,0.45947319765602945,Regular Customers
355,1,193.64,1,2,1,121,1,-2.1977908277149876,1.60760314360341,Lost Customers
46,1,157.62,3,2,1,321,0,-0.8094132285173653,-1.063793272849572,Regular Customers
15,4,519.69,4,3,2,432,0,0.5872978651001949,-0.7136043343663816,Regular Customers
86,1,228.96,2,2,1,221,0,-0.9288480735038721,-0.680278241036172,Regular Customers
15,5,1156.6,4,4,3,443,2,1.4721229015932777,-0.21632011000084622,VIP Customers
179,1,98.25,1,2,1,121,1,-1.4747015298625892,0.043693075205325685,Lost Customers
8,4,1281.32,4,3,3,433,2,1.3081634074338913,-0.34298985305215957,VIP Customers
36,3,587.15,3,3,2,332,0,0.2428041473422946,-0.6324295737534182,Regular Customers
129,2,1740.0,2,3,4,234,0,0.5486397188235197,0.6802035735577454,Regular Customers
51,1,1393.06,3,2,3,323,0,0.28469508448778347,-0.32230634000456176,Regular Customers
312,1,178.22,1,2,1,121,1,-2.013996782774792,1.2299704084692296,Lost Customers
24,2,384.39,3,3,2,332,0,-0.19427436561206635,-0.9871725642014164,Regular Customers
303,2,360.81,1,3,2,132,1,-1.4985870096990552,1.3931411089294161,Lost Customers
11,1,127.86,4,2,1,421,0,-0.6753738799289416,-1.3808996379412906,Regular Customers
17,3,568.24,4,3,2,432,0,0.3130776456741203,-0.80613062487395,Regular Customers
49,3,488.2,3,3,2,332,0,0.09355130796000886,-0.5768497431291101,Regular Customers
239,2,312.23,1,3,2,132,1,-1.2482074323477246,0.8165907780957479,Lost Customers
238,1,167.55,1,2,1,121,1,-1.6833531368860444,0.5890628028921732,Lost Customers
23,8,1878.87,3,4,4,344,2,3.015188671214378,0.6721428174959159,VIP Customers
73,4,446.18,2,3,2,232,0,0.25411412543479234,-0.2575671134177279,Regular Customers
17,3,418.4,4,3,2,432,0,0.17759036006192094,-0.8908589241686073,Regular Customers
41,8,1337.18,3,4,3,343,2,2.4426118639464196,0.5202684617026337,VIP Customers
40,4,646.92,3,3,2,332,0,0.5873775151817471,-0.4271765366903031,Regular Customers
219,2,495.77,1,3,2,132,1,-0.9902774639451664,0.7487874165429045,Lost Customers
199,3,400.1,1,3,2,132,1,-0.6758901318675181,0.6602404526749938,Lost Customers
71,2,203.2,2,3,1,231,0,-0.5742398817018193,-0.6863970993208314,Regular Customers
11,1,389.71999999999997,4,2,2,422,0,-0.43859664681087895,-1.2328286792300054,Regular Customers
65,1,65.4,2,2,1,221,0,-0.9801719247274858,-0.9529316230945986,Regular Customers
4,1,193.39000000000001,4,2,1,421,0,-0.5839310519215397,-1.4039008075814932,Regular Customers
19,2,336.4,3,3,2,332,0,-0.21467487495860516,-1.0572058198077665,Regular Customers
15,1,256.11,4,2,1,421,0,-0.5778026948853664,-1.2740620649696963,Regular Customers
8,6,2686.42,4,4,4,444,2,3.196518571551728,0.7258119855040758,VIP Customers
20,2,746.81,3,3,3,333,0,0.15182467379268888,-0.8165566226581314,Regular Customers
78,4,1259.56,2,3,3,233,2,0.9665902723595563,0.24526241152349787,VIP Customers
164,2,508.8,1,3,2,132,1,-0.7255761358084094,0.28428940822640525,Lost Customers
307,2,417.27,1,3,2,132,1,-1.4659292805691195,1.45938441730969,Lost Customers
219,1,203.86999999999998,1,2,1,121,1,-1.5631399509917405,0.4465920238621642,Lost Customers
22,2,681.41,3,3,3,333,0,0.08349206911132571,-0.8363788463574683,Regular Customers
115,3,653.38,2,3,2,232,0,-0.060594096300259026,0.0827918081565001,Regular Customers
126,5,2097.84,2,4,4,244,2,1.8127670076627407,1.2682232791301702,VIP Customers
36,1,263.92,3,2,1,321,0,-0.6673100284862326,-1.089478841848422,Regular Customers
1,3,1031.41,4,3,3,433,0,0.805458572852066,-0.6814973080946465,Regular Customers
333,3,2184.42,1,3,4,134,1,0.32131161688834564,2.818836334325378,Lost Customers
163,1,32.65,1,2,1,121,1,-1.4604413448974216,-0.13067109078389705,Lost Customers
185,2,771.85,1,3,3,133,1,-0.5842921267794187,0.6132002548925831,Lost Customers
16,5,1214.72,4,4,3,443,2,1.520077229787166,-0.1748762823020577,VIP Customers
12,3,778.94,4,3,3,433,0,0.526588014030597,-0.729885425164397,Regular Customers
3,7,1258.06,4,4,3,443,2,2.2368921675732216,0.012374862958360162,VIP Customers
